conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Klasifikasi,Keyword
839830045099085824,Thu Mar 09 13:27:40 +0000 2017,0,@BiznetHome info dong jaringan biznet utk prmhn puri telukjambe desa sirnabaya kec. Telukjambe timur karawang jawa barat udh tersedia blm?,839830045099085824,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/839830045099085824,3148863559,,Negatif,
835727940042149893,Sun Feb 26 05:47:22 +0000 2017,0,@BiznetHome kak mau tanya biznet karawang hari ini buka atau enggak ? Soalnya saya udah daftar tp udah 2 minggu belum di pasang wifi,835727940042149893,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/835727940042149893,732320540,,Negatif,
832261025122570244,Thu Feb 16 16:11:05 +0000 2017,0,@BiznetHome kapan perluasan untuk daerah karawang? karena tidak semuanya terkena biznet,832261025122570244,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/832261025122570244,505412867,,Negatif,
820952993973432320,Mon Jan 16 11:47:25 +0000 2017,0,@BiznetHome kalo Perumnas Telukjambe Kelurahan Sukaluyu Kab. Karawang udah masuk cakupan Biznet blum Min?,820960647886172161,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/820960647886172161,33358175,,Negatif,
820826912884854785,Mon Jan 16 02:56:00 +0000 2017,0,@BiznetHome saya tanggal 3 januari ke biznet shop karawang mau daftar biznet internet koq belum ada jawaban dari biznet ya?,820826912884854785,,BiznetHome,in,,0,3,0,https://x.com/undefined/status/820826912884854785,212403187,,Negatif,
820564793782194176,Sun Jan 15 09:34:26 +0000 2017,0,@BiznetNetworks untuk ketersediaan modem biznet di wilayah karawang inden berapa lama lagi ya?,820564793782194176,,BiznetNetworks,in,,0,1,0,https://x.com/undefined/status/820564793782194176,392672586,,Negatif,lag
820085333400260608,Sat Jan 14 01:49:14 +0000 2017,2,Pagi biznet.. internet kami dari jam 1 mati.. lokasi warnet MAGNET Jln.Teratai RT03/10 guro 2 karawang .. Terimakasih @BiznetHome,820085333400260608,,,in,,0,1,0,https://x.com/undefined/status/820085333400260608,587960045,,Negatif,
817022523837558784,Thu Jan 05 14:58:43 +0000 2017,0,@BiznetHome saya tinggal didaerah karawang tapi biznet belum menjangkau daerah saya padahal teman teman saya sudah terjangkau,817022523837558784,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/817022523837558784,505412867,,Negatif,
815733844150095874,Mon Jan 02 01:37:58 +0000 2017,0,Sepanjang kantor-kantor sebelah masih pada libur cuma kita yg masuk luar (at Biznet Networks Branch Karawang) https://t.co/E4I6G68YHF,815733844150095874,,,in,,0,0,0,https://x.com/undefined/status/815733844150095874,99128534,,Negatif,
813315270928281600,Mon Dec 26 09:27:25 +0000 2016,0,@BiznetNetworks min..kapan di jl. RUBAYA 3 Karangpawitan - karawang tercover biznet??,813315270928281600,,BiznetNetworks,in,,0,1,0,https://x.com/undefined/status/813315270928281600,105768821,,Negatif,
808731359313170432,Tue Dec 13 17:52:36 +0000 2016,0,@BiznetHome min saya pelanggan biznet karawang knapa ya sering RTO/DC?,808731359313170432,,BiznetHome,in,,0,0,0,https://x.com/undefined/status/808731359313170432,749311638,,Negatif,
808729364405682176,Tue Dec 13 17:44:40 +0000 2016,0,@BiznetHome kenapa ya jaringannya masih sering RTO/DC? saya pelanggan biznet area karawang,808729364405682176,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/808729364405682176,749311638,,Negatif,
792207727279771648,Sat Oct 29 04:00:49 +0000 2016,0,@BiznetHome ini screenshot-nya. Email kemana? Mohon segera ditindaklanjuti. Saya telpon ke biznet karawang tidak aktif. https://t.co/1xhnJtehYq,792214579543584768,https://pbs.twimg.com/media/Cv6C8UDUMAAI6mj.jpg,BiznetHome,in,,0,1,0,https://x.com/undefined/status/792214579543584768,21923012,,Negatif,
756139751409717248,Thu Jul 21 15:11:26 +0000 2016,0,Hi @RealWldn Untuk cek jaringan kami di Karawang silakan kunjungi https://t.co/2z19J3Yy8o dan utk info layanannya di https://t.co/dxIwyTGfGz,756144561022377984,,RealWldn,in,,0,0,0,https://x.com/undefined/status/756144561022377984,106597170,,Negatif,
746620457432932353,Sat Jun 25 08:26:03 +0000 2016,0,#TuitKarawang Ajak Langganan Biznet Bisa Gratis Satu Bulan #Karawang #Tuit,746620457432932353,,,in,,0,0,0,https://x.com/undefined/status/746620457432932353,897134521,,Promosi,gratis
721181019496316929,Sat Apr 16 03:38:48 +0000 2016,0,Semoga segera bisa silaturahim ke rumah (at Biznet Networks Branch Karawang) https://t.co/CYrFWvulkx,721181019496316929,,,in,,0,0,0,https://x.com/undefined/status/721181019496316929,99128534,,Negatif,
707861132875182081,Thu Mar 10 09:30:20 +0000 2016,0,#NewCoverageArea: Cluster My Flower Galuh Mas Teluk Jambe Timur Karawang 41361. Klik https://t.co/ewzi20lIyJ https://t.co/Y4559qbxa4,707861132875182081,https://pbs.twimg.com/media/CdKdDElWAAAvZlV.jpg,,in,,0,0,0,https://x.com/undefined/status/707861132875182081,304822906,,Negatif,
697667966557499392,Wed Mar 02 15:28:23 +0000 2016,0,@BiznetHome untuk di jl.rubaya 3 kepuh kel.karang pawitan kec.karawang barat..ada cakupan jaringan biznet?,705052136879435776,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/705052136879435776,105768821,,Negatif,
702021163862487040,Tue Feb 23 06:44:23 +0000 2016,0,#NewCoverageArea: Perumnas Teluk Jambe Blok F &amp; G Karawang 41361. More info https://t.co/ewzi20lIyJ https://t.co/nHcmGdhDNO,702021163862487040,https://pbs.twimg.com/media/Cb4UeQ0VIAEOesp.jpg,,in,,0,0,0,https://x.com/undefined/status/702021163862487040,304822906,,Negatif,
700254722196811778,Thu Feb 18 09:45:10 +0000 2016,0,#NewCoverageArea: Cluster Primrose Galuh Mas - Karawang 41361. Info berlangganan https://t.co/ewzi20lIyJ https://t.co/SegcS8yJLk,700254722196811778,https://pbs.twimg.com/media/CbfCNkuUsAAVknZ.jpg,,in,,0,1,0,https://x.com/undefined/status/700254722196811778,304822906,,Negatif,
679603801318268928,Wed Dec 23 10:05:47 +0000 2015,0,Selamat hari raya dan selamat liburan gan!! (at Biznet Networks Branch Karawang) [pic] https://t.co/ZbwoqUvA62,679603801318268928,,,in,,0,0,0,https://x.com/undefined/status/679603801318268928,99128534,,Negatif,
676978868230705152,Wed Dec 16 04:15:14 +0000 2015,0,#NewCoverageArea:Perumnas Teluk Jambe Blok H &amp; B Karawang 41361. Info berlangganan https://t.co/ewzi2047Hb https://t.co/MMQcGAHpID,676978868230705152,https://pbs.twimg.com/media/CWUcmoSXIAEhjvb.jpg,,in,,0,0,0,https://x.com/undefined/status/676978868230705152,304822906,,Negatif,
676282340780335104,Mon Dec 14 06:07:29 +0000 2015,0,Courtyard Galuh Mas kapan? @BiznetHome: #NewCoverageArea: Perumahan Harmoni Mas Karawang 41361. Info berlangganan https://t.co/b2xSoxq2yS,676282340780335104,,,in,,0,1,0,https://x.com/undefined/status/676282340780335104,54521044,,Negatif,
676257850432335872,Mon Dec 14 04:30:10 +0000 2015,0,#NewCoverageArea: Perumahan Harmoni Mas Karawang 41361. Info berlangganan https://t.co/ewzi2047Hb https://t.co/QcqE5mgumz,676257850432335872,https://pbs.twimg.com/media/CWKMJ7WVEAACzyV.jpg,,in,,0,0,0,https://x.com/undefined/status/676257850432335872,304822906,,Negatif,
669053334775427072,Tue Nov 24 07:22:00 +0000 2015,2,Biznet Business Gathering Hospitality &amp; Property kota kedua Karawang &amp; Bekasi yang diselenggarakan di @delonixhotel https://t.co/FYXYmkL1pk,669053334775427072,https://pbs.twimg.com/media/CUj0c-IUwAAyc7q.jpg,,in,,0,0,1,https://x.com/undefined/status/669053334775427072,106597170,,Negatif,
662288736328118274,Thu Nov 05 15:21:54 +0000 2015,0,Kapan selesenyaa .......... #biznet #ngendoran #lobateuing @ Mall Karawang Central Plaza https://t.co/bMe8kjqRe2,662288736328118274,,,in,,0,0,0,https://x.com/undefined/status/662288736328118274,742362337,,Negatif,
637475551926554624,Sat Aug 29 04:03:09 +0000 2015,0,@BiznetHome min mau tanya. Kalau biznet di jalan baru karawang sudah tercover?,637475551926554624,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/637475551926554624,452186076,,Negatif,
634959347672416257,Sat Aug 22 05:24:40 +0000 2015,0,@BiznetHome mau tanya line telpon utk biznet cabang karawang bisa? Terima kasih,634959347672416257,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/634959347672416257,42817430,,Negatif,
634585359968440320,Fri Aug 21 04:38:34 +0000 2015,0,Tetap Dalam Jiwa by Isyana Sarasvati (at Biznet Networks Branch Karawang) https://t.co/1g5iDk635h,634585359968440320,,,in,,0,0,0,https://x.com/undefined/status/634585359968440320,99128534,,Negatif,
631023773009838080,Tue Aug 11 08:46:05 +0000 2015,0,#TuitKarawang Asyik Bisa Langganan Biznet Home 3 Bulan Tanpa Bayar #Karawang #Tuit,631023773009838080,,,in,,0,0,0,https://x.com/undefined/status/631023773009838080,897134521,,Negatif,
631022694427852801,Tue Aug 11 08:41:48 +0000 2015,0,Asyik Bisa Langganan Biznet Home 3 Bulan Tanpa Bayar: KARAWANG RAKA - Biznet menawarkan promo khusu... http://t.co/FFwDaShDfk #infoKRW,631022694427852801,,,in,,0,0,0,https://x.com/undefined/status/631022694427852801,196985802,,Promosi,promo
631022694373289985,Tue Aug 11 08:41:48 +0000 2015,0,Asyik Bisa Langganan Biznet Home 3 Bulan Tanpa Bayar: KARAWANG RAKA - Biznet menawarkan promo khusus yaitu p... http://t.co/Df2QWeF7a1,631022694373289985,,,in,,0,0,0,https://x.com/undefined/status/631022694373289985,2802699536,,Promosi,promo
631019745647575040,Tue Aug 11 08:30:05 +0000 2015,0,Asyik Bisa Langganan Biznet Home 3 Bulan Tanpa Bayar: KARAWANG RAKA - Biznet menawarkan promo khusus yaitu p... http://t.co/mz5SzSQtop,631019745647575040,,,in,,0,0,0,https://x.com/undefined/status/631019745647575040,724199334,,Promosi,promo
588641281124896768,Fri Apr 17 09:29:53 +0000 2015,1,@kangman_ saat ini untuk wilayah Karawang Biznet Wifi sudah hadir di Alun-alun Karawang. Info : https://t.co/rh83x1AThw,588997802044166144,,kangman_,in,,0,0,0,https://x.com/undefined/status/588997802044166144,3007466000,,Negatif,
580317753334087682,Tue Mar 24 10:47:09 +0000 2015,0,@rizkidp_ hoo . kirain karawang doang . td sore tlpone biznet nya katanya . daerah karawang emang alarm kerusakan di pusat nyala...,580319936385421312,,xSacrificar,in,,0,0,0,https://x.com/undefined/status/580319936385421312,522040819,,Negatif,
573378282004992000,Thu Mar 05 07:03:29 +0000 2015,0,Biznet Wifi kini sdh hdr di bbrapa kota besar yaitu Brebes Bekasi Karawang Tegal Depok &amp; msh ada bbrpa lg. info https://t.co/rh83x1AThw,573378282004992000,,,in,,0,1,0,https://x.com/undefined/status/573378282004992000,3007466000,,Negatif,
572646205613740033,Tue Mar 03 06:34:29 +0000 2015,0,New Coverage Area Biznet Wifi yg kini sdh hdir di Karawang Tegal Brebes Bekasi Depok Bdg Badung (Kuta). Info : https://t.co/rh83x1AThw,572646205613740033,,,in,,0,0,0,https://x.com/undefined/status/572646205613740033,3007466000,,Negatif,
560998425190100992,Fri Jan 30 05:03:44 +0000 2015,0,@arif__rf bro karywan biznet area karawang yah ? Klo mau pasang gmn dan harus kmn yah ?,561026956590718976,,arif__rf,in,,0,1,0,https://x.com/undefined/status/561026956590718976,60812573,,Negatif,
555959651653521409,Fri Jan 16 05:28:04 +0000 2015,0,#TuitKarawang Biznet Buka Jaringan di Karawang #Karawang #Tuit,555959651653521409,,,in,,0,0,0,https://x.com/undefined/status/555959651653521409,897134521,,Negatif,
555955249911824386,Fri Jan 16 05:10:35 +0000 2015,0,Biznet Buka Jaringan di Karawang http://t.co/4DlRPiOhZP,555955249911824386,,,in,,0,0,0,https://x.com/undefined/status/555955249911824386,444396455,,Negatif,
555600551514497025,Thu Jan 15 05:41:08 +0000 2015,0,I'm at Biznet Networks Branch Cikampek in Karawang Jawa Barat http://t.co/y2y6KMltug,555600551514497025,,,in,,0,0,0,https://x.com/undefined/status/555600551514497025,100437796,,Negatif,
527803128205164544,Thu Oct 30 12:44:06 +0000 2014,0,Siap RT @Karawang_ID: Sama2.. pantengin terus akun #Karawang_ID dan #Biznet @yuli_yulyani: @Karawang_ID @BiznetNetworks yeay makasih min :) ,527803128205164544,,,in,,0,0,0,https://x.com/undefined/status/527803128205164544,220893479,,Negatif,
515096953705611265,Thu Sep 25 11:14:18 +0000 2014,0,RT @chier_13: @karawangupdate tau kantor biznet yang di karawang ? #shareinfo,515096953705611265,,,in,,0,0,0,https://x.com/undefined/status/515096953705611265,385746655,,Negatif,
515070908554559488,Thu Sep 25 09:42:34 +0000 2014,0,@karawangupdate tau kantor biznet yang di karawang ? #shareinfo,515073870068715520,,KarawangUpDate,in,,0,0,0,https://x.com/undefined/status/515073870068715520,290349271,,Negatif,
507491197879730177,Thu Sep 04 11:31:44 +0000 2014,0,@BiznetNetworks min biznet bisa diakses di karawang daerah klari nggak ?,507491197879730177,,BiznetNetworks,in,,0,0,0,https://x.com/undefined/status/507491197879730177,606919352,,Negatif,
504592393765523456,Wed Aug 27 11:36:14 +0000 2014,0,@Karawang_ID hadiah kuis nya apaan min? gue pk ni biznet d rmh,504593224963325952,,Karawang_ID,in,,0,0,0,https://x.com/undefined/status/504593224963325952,105079304,,Negatif,
504267237121732609,Tue Aug 26 14:00:52 +0000 2014,0,Biznet Networks tuh perusahaan telekomunikasi internet dan multimedia ternama skr baru di Karawang-Cikampek.,504267237121732609,,,in,,0,0,0,https://x.com/undefined/status/504267237121732609,385746655,,Negatif,
500820850258370560,Sun Aug 17 01:46:10 +0000 2014,0,Biznet daerah karawang sdh msuk? Dan kalo mau pake paket inetnya saja tnp cable tv bisa? @mymax3,500820850258370560,,,in,,0,0,0,https://x.com/undefined/status/500820850258370560,53573165,,Negatif,
366541182777569280,Thu Aug 15 07:52:50 +0000 2013,0,@Ndra_Saputra89 Bbrp area di Karawang sdh tercover jaringan &amp; layanan Biznet. Info lengkap kunjungi http://t.co/hUrN7iFo1g. Terima kasih.,367916778061434881,,Ndra_Saputra89,in,,0,0,0,https://x.com/undefined/status/367916778061434881,106597170,,Negatif,
314932346040229888,Fri Mar 22 02:51:37 +0000 2013,0,Kalo speedy Karawang ini masuk ke Jabotabek. Bukan Jabar. Kalo begitu knp yg lain gk masuk ex. BizNet FirstMedia dll.,314932346040229888,,,in,,0,0,0,https://x.com/undefined/status/314932346040229888,232469347,,Negatif,
220754238437994497,Thu Jul 05 05:41:26 +0000 2012,0,@BiznetNetworks haloo biz net :) maw tanya warnet saya maw pasang biznet gmn ya caranya ?? saya di karawang,220754238437994497,,BiznetNetworks,tl,,0,0,0,https://x.com/undefined/status/220754238437994497,464432775,,Negatif,
